field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
ppi_suppcm_cmpreot,ppi_dosages,,radio,"Did this subject stop taking [cm_cmtrt] prior to EOT?","N, NO|Y, YES",,,,,,"[cm_suppcm_cmppi] = 'Y'",y,,,,,
ppi_cmendtc,ppi_dosages,,text,"ConMed stop date",,"YYYY-MM-DD ",date_ymd,,,,"[ppi_suppcm_cmpreot] = 'Y' AND [ppi_suppcm_noendtc] != 'Y'",y,,,,,
ppi_suppcm_noendtc,ppi_dosages,,radio,"Is ConMed stop date unknown?","N, NO|Y, YES",,,,,,"[ppi_suppcm_cmpreot] = 'Y' AND [cm_suppcm_cmppi] = 'Y' AND [ppi_cmendtc] = ''",y,,,,,
xfsn_cmoccur,transfusions,,radio,"Did this subject receive a transfusion?","N, NO|Y, YES",,,,,,,y,,,,,
xfsn_cmstdtc,transfusions,,text,"Transfusion date",,"YYYY-MM-DD ",date_ymd,,,,"[xfsn_cmoccur] = 'Y'",y,,,,,
xfsn_cmtrt,transfusions,,radio,"Blood product","PRBC, Packed Red Blood Cells|PLATELETS, Platelets|WHOLE_BLOOD, Whole Blood",,,,,,"[xfsn_cmoccur] = 'Y'",y,,,,,
xfsn_cmdose,transfusions,,text,"Number of units transfused",,(U),number,,,,"[xfsn_cmoccur] = 'Y'",y,,,,,
xfsn_cmdosu,transfusions,,descriptive,Units,,,,,,,"0 = 1",,,,,,
xfsn_cmindc,transfusions,,radio,Indication,"ANAEMIA, Anemia|THROMBOCYTOPAENIA, Thrombocytopenia|PANCYTOPAENIA, Pancytopenia",,,,,,"[xfsn_cmoccur] = 'Y'",y,,,,,
livtrp_ceterm,onpost_tx_liver_transplant,,descriptive,"Liver Transplant",,,,,,,"0 = 1",,,,,,
livtrp_ceoccur,onpost_tx_liver_transplant,,radio,"Did subject receive a liver transplant during or after HCV treatment?","N, NO|Y, YES",,,,,,,y,,,,,
livtrp_cestdtc,onpost_tx_liver_transplant,,text,"Liver Transplant date",,"YYYY-MM-DD ",date_ymd,,,,"[livtrp_ceoccur] = 'Y'",y,,,,,
eot_dscat,early_discontinuation_eot,,descriptive,"DISPOSITION EVENT",,,,,,,"0 = 1",,,,,,
eot_dsterm,early_discontinuation_eot,,radio,"Completion / reason for non-completion","COMPLETED, Complete|ADVERSE_EVENT, Adverse Event|LACK_OF_EFFICACY, Lack of efficacy (incl insufficient HCVRNA response, rebound and breakthrough)|WITHDRAWAL_BY_SUBJECT, Subject withdrew consent|LOST_TO_FOLLOWUP, Lost to follow-up|NON_COMPLIANCE_WITH_STUDY_DRUG, Non-compliance with study drug|SCREEN_FAILURE, Screen failure|DEATH, Death|OTHER, Other",,,,,,,y,,,,,
eot_sf_nxmesg,early_discontinuation_eot,,descriptive,"<span class='yellow'>Please provide Screen failure reason</span>",,,,,,,"[eot_dsterm] = 'SCREEN_FAILURE'",,,,,,
eot_oth_dsterm,early_discontinuation_eot,,text,"Completion / reason for non-completion other",,,,,,,"[eot_dsterm] = 'OTHER' OR [eot_dsterm] = 'SCREEN_FAILURE'",y,,,,,
eot_dth_nxmesg,early_discontinuation_eot,,descriptive,"<span class='yellow'>Please provide AE resulting in Death</span>",,,,,,,"[eot_dsterm] = 'DEATH'",,,,,,
eot_suppds_ncmpae,early_discontinuation_eot,,radio,"Adverse Event","NAUSEA, Nausea|VOMITING, Vomiting|DIARRHEA, Diarrhea|HEADACHE, Headache|FATIGUE, Fatigue|INSOMNIA, Insomnia|FLU_LIKE_SYMPTOMS, Flu-Like Symptoms|DYSPNEA, Dyspnea|RASH, Rash|PRURITUS, Pruritus|PHOTOSENSITIVITY, Photosensitivity|ANAEMIA, Anemia|THROMBOCYTOPAENIA, Thrombocytopenia|NEUTROPENIA, Neutropenia|HYPERBILIRUBINAEMIA, Hyperbilirubinemia|ASCITES, Ascites|HEPATIC_ENCEPHALOPATHY, Hepatic Encephalopathy|ESOPHAGEAL_VARICES_WITH_BLEEDING, Esophageal Variceal Bleed|PORPHYRIA, Porphyria|NOT_SPECIFIED, Not specified|OTHER, Other",,,,,,"[eot_dsterm] = 'ADVERSE_EVENT' OR [eot_dsterm] = 'DEATH'",y,,,,,
eot_oth_suppds_ncmpae,early_discontinuation_eot,,text,"Adverse Event other",,"@AUTOCOMPLETE=SELECT DISTINCT llt_name FROM _meddra_low_level_term",,,,,"[eot_suppds_ncmpae] = 'OTHER'",y,,,,,
eot_dsstdtc,early_discontinuation_eot,,text,"Date of completion / discontinuation",,YYYY-MM-DD,date_ymd,,,,,y,,,,,
dis_suppds_nlgblmsg,early_discontinuation_eot,"Virologic Follow-up",descriptive,"This patient is ineligible for post-treatment follow-up",,,,,,,"[hcv_suppfa_fuelgbl] = 'N'",,,,,,
dis_suppds_nlgblrsn,early_discontinuation_eot,,descriptive,"Reason(s) for ineligibility: [hcv_suppfa_nlgblrsn]",,"Pipe this from derived values",,,,,"[hcv_suppfa_fuelgbl] = 'N'",,,,,,
dis_suppds_svrmsg,early_discontinuation_eot,,descriptive,"This patient HAS SVR 12 on [hcv_suppfa_svr12dt]",,,,,,,"[hcv_suppfa_svr12dt] != '' AND ([eot_dsterm] != 'ADVERSE_EVENT' OR [eot_dsterm] != 'LACK_OF_EFFICACY' OR [eot_dsterm] != 'LOST_TO_FOLLOWUP')",,,,,,
dis_suppds_nosvrmsg,early_discontinuation_eot,,descriptive,"This patient DOES NOT HAVE SVR 12 data",,,,,,,"[hcv_suppfa_svr12dt] = '' AND ([eot_dsterm] != 'ADVERSE_EVENT' OR [eot_dsterm] != 'LACK_OF_EFFICACY' OR [eot_dsterm] != 'LOST_TO_FOLLOWUP')",,,,,,
dis_suppds_funcmprsn,early_discontinuation_eot,,radio,"Please indicate why follow-up is not completed","LOST_TO_FOLLOWUP, Patient is lost to <b>post-treatment</b> follow-up",,,,,,"([eot_dsterm] != 'LACK_OF_EFFICACY' OR [eot_dsterm] != 'WITHDRAWAL_BY_SUBJECT' OR [eot_dsterm] != 'LOST_TO_FOLLOWUP') AND ([hcv_suppfa_svr12dt] = '' AND [hcv_suppfa_svr24dt] = '')",y,,,,,
pisign_dsdecod,pi_signature,,descriptive,"PI SIGNED SUBJECT RECORD",,,,,,,"0 = 1",,,,,,
pisign_dscat,pi_signature,,descriptive,"PROTOCOL MILESTONE",,,,,,,"0 = 1",,,,,,
pisign_dsterm,pi_signature,,checkbox,"By checking this box, Investigator signifies he/she has examined subject records and finds them in order according to protocol definition.","PI_SIGNED_SUBJECT_RECORD, I hereby signify subject records are accurate",,,,,,,y,,,,,
pisign_suppds_signer,pi_signature,,text,"Investigator's name",,,,,,,,y,,,,,
pisign_dsstdtc,pi_signature,,text,"Date of signature",,YYYY-MM-DD,date_ymd,,,,,y,,,,,
source_nxdate,source_upload_form,,text,"Upload date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
source_nxfile,source_upload_form,,file,"Upload Source File (Upload copies of the source with participant number clearly indicated)",,"PDF Format ONLY",,,,,,,,,,,
sitesrc_nxmsg,site_source_upload_form,,descriptive,"<span class='red'>Central abstraction must enter demographic data before source can be uploaded.</span>",,,,,,,"[1_arm_1][dm_usubjid] = ''",,,,,,
sitesrc_nxdate,site_source_upload_form,,text,"Upload date",,YYYY-MM-DD,date_ymd,,,,"[1_arm_1][dm_usubjid] != ''",y,,,,,
sitesrc_nxfile,site_source_upload_form,,file,"Upload Source File (Upload copies of the source with participant number clearly indicated)",,"PDF Format ONLY",,,,,"[1_arm_1][dm_usubjid] != ''",y,,,,,
sitesrc_nxconfirm,site_source_upload_form,,checkbox,"By checking this box, I confirm that I have reviewed the attached source documents, that they have been de-identified according to HCV-TARGET Protocol and their accuracy is certified.","UPLOADER_SIGNED_SOURCE, I certify the accuracy of this source document",,,,,,"[1_arm_1][dm_usubjid] != '' AND [sitesrc_nxdate] != ''",y,,,,,
sitesrc_nxinits,site_source_upload_form,,text,"Please enter your intials here to affirm the previous statement.",,,,,,,"[1_arm_1][dm_usubjid] != '' AND [sitesrc_nxconfirm(UPLOADER_SIGNED_SOURCE)] = '1'",y,,,,,
data_nxtrtcmp,data_entry_completion,,radio,"Have all treatment data been entered for this subject?","N, NO|Y, YES",,,,,,,y,,,,,
data_nxfudcmp,data_entry_completion,,radio,"Have all followup data been entered for this subject?","N, NO|Y, YES",,,,,,,y,,,,,
fund_nxenrsc,resource,,radio,"Enrollment resource","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10",,,,,,,,,,,,
fund_nxltfrsc,resource,,radio,"LTF resource","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10",,,,,,,,,,,,
fund_nxsrmrsc,resource,,radio,"Serum baseline resource","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10",,,,,,,,,,,,
fund_nxsrmfail,resource,,radio,"Serum failure resource","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10",,,,,,,,,,,,
fund_nxdnarsc,resource,,radio,"DNA resource","1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10",,,,,,,,,,,,
dv_dvdecod,protocol_deviations,,radio,"Protocol deviation","TREATMENT_DEVIATION, Treatment deviation|PROHIBITED_MEDS, Prohibited meds|PREGNANCY, Pregnancy|CONTRACEPTION, Contraception",,,,,,,y,,,,,
dv_dvterm,protocol_deviations,,notes,"Protocol deviation description",,,,,,,,y,,,,,
dv_dvstdtc,protocol_deviations,,text,"Start date of deviation",,,date_ymd,,,,,y,,,,,
dv_suppdv_irbrpt,protocol_deviations,,radio,"Reported to IRB?","N, NO|Y, YES",,,,,,,,,,,,
dv_suppdv_irbrpdtc,protocol_deviations,,text,"Date reported to IRB",,,date_ymd,,,,"[dv_suppdv_irbrpt] = 'Y'",,,,,,
dm_rfstdtc,derived_values_baseline,Treatment,text,"Subject reference start date",,"Calculated from earliest TX start date",date_ymd,,,,,,,,,,
dis_suppfa_txendt,derived_values_baseline,,text,"Date of last dose of HCV treatment",,"Calculated from last HCV Treatment end date",date_ymd,,,,,,,,,,
dis_dsstdy,derived_values_baseline,,text,"Duration of treatment (HCV RNA)",,"Study Day of Start of Disposition Event",number,,,,,,,,,,
dm_actarmcd,derived_values_baseline,,text,"Actual Arm Code",,,,,,,,,,,,,
dm_actarm,derived_values_baseline,,text,"Actual Arm",,,,,,,,,,,,,
dm_suppdm_trtexp,derived_values_baseline,,radio,"Treatment experienced?","N, NO|Y, YES",,,,,,,,,,,,
dm_suppdm_rtrtsdtc,derived_values_baseline,,text,"Re-treat window start date",,"Earliest date of post-TX Quantifiable HCV RNA",date_ymd,,,,,,,,,,
hcv_suppfa_hcvout,derived_values_baseline,HCVRNA,text,"HCVRNA outcome",,,,,,,,,,,,,
hcv_suppfa_wk10rna,derived_values_baseline,,radio,"Does subject have HCV RNA 10 weeks post-treatment?","N, NO|Y, YES",,,,,,,,,,,,
hcv_suppfa_lastbloq,derived_values_baseline,,radio,"Was subject's last HCV RNA BLOQ?","N, NO|Y, YES",,,,,,,,,,,,
hcv_suppfa_fudue,derived_values_baseline,,radio,"Follow-up data due?","N, NO|Y, YES",,,,,,,,,,,,
hcv_suppfa_fuelgbl,derived_values_baseline,,radio,"HCVRNA followup eligibility","N, NO|Y, YES",,,,,,,,,,,,
hcv_suppfa_nlgblrsn,derived_values_baseline,,text,"Ineligible reason",,,,,,,"[hcv_suppfa_fuelgbl] = 'N'",,,,,,
hcv_supplb_lbdtbl,derived_values_baseline,,text,"HCV RNA baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
hcv_suppfa_svr12dt,derived_values_baseline,,text,"SVR 12 date",,,date_ymd,,,,,,,,,,
hcv_suppfa_svr24dt,derived_values_baseline,,text,"SVR 24 date",,,date_ymd,,,,,,,,,,
age_suppvs_age,derived_values_baseline,Demographics,text,"Age at start of treatment",,,number,,,,,,,,,,
height_suppvs_htcm,derived_values_baseline,,text,"Height in cm",,,number,,,,,,,,,,
weight_suppvs_wtkg,derived_values_baseline,,text,"Weight in kg",,,number,,,,,,,,,,
bmi_suppvs_bmi,derived_values_baseline,,text,BMI,,,number,,,,,,,,,,
meld_supplb_lbdtbl,derived_values_baseline,MELD,text,"MELD score baseline date",,"Source: Abstracted data",date_ymd,,,,,,,,,,
meld_im_supplb_lbdtbl,derived_values_baseline,,text,"MELD score baseline date",,"Source: Imported data",date_ymd,,,,,,,,,,
cbc_supplb_lbdtbl,derived_values_baseline,CBC,text,"CBC baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
wbc_supplb_lbdtbl,derived_values_baseline,,text,"WBC baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
neut_supplb_lbdtbl,derived_values_baseline,,text,"Neutrophils baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
anc_supplb_lbdtbl,derived_values_baseline,,text,"Neutrophils (abs) baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
lymce_supplb_lbdtbl,derived_values_baseline,,text,"Lymphocytes % baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
lym_supplb_lbdtbl,derived_values_baseline,,text,"Lymphocytes (abs) baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
plat_supplb_lbdtbl,derived_values_baseline,,text,"Platelets baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
hemo_supplb_lbdtbl,derived_values_baseline,,text,"HGB baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
chem_supplb_lbdtbl,derived_values_baseline,Chemistry,text,"Chemistry baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
alt_supplb_lbdtbl,derived_values_baseline,,text,"ALT baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
alt_suppdm_gtdelta,derived_values_baseline,,radio,"ALT Delta > 200","N, NO|Y, YES",,,,,,,,,,,,
ast_supplb_lbdtbl,derived_values_baseline,,text,"AST baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
alp_supplb_lbdtbl,derived_values_baseline,,text,"ALP baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
tbil_supplb_lbdtbl,derived_values_baseline,,text,"Total Bilirubin baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
tbil_suppdm_gtdelta,derived_values_baseline,,radio,"Total Bilirubin Delta > 3","N, NO|Y, YES",,,,,,,,,,,,
dbil_supplb_lbdtbl,derived_values_baseline,,text,"Direct Bilirubin baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
alb_supplb_lbdtbl,derived_values_baseline,,text,"Albumin baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
creat_supplb_lbdtbl,derived_values_baseline,,text,"Creatinine baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
gluc_supplb_lbdtbl,derived_values_baseline,,text,"Glucose baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
k_supplb_lbdtbl,derived_values_baseline,,text,"Potassium baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
sodium_supplb_lbdtbl,derived_values_baseline,,text,"Sodium baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
inr_supplb_lbdtbl,derived_values_baseline,INR,text,"INR baseline date",,YYYY-MM-DD,date_ymd,,,,,,,,,,
meld_lbtestcd,derived_values,,descriptive,MELD,,,,,,,"0 = 1",,,,,,
meld_lbtest,derived_values,,descriptive,"MELD Score",,,,,,,"0 = 1",,,,,,
meld_lborres,derived_values,MELD,text,"MELD score",,"Source: Abstracted data",number,,,,,,,,,,
meld_lbblfl,derived_values,,radio,"MELD score baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
meld_im_lbtestcd,derived_values,,descriptive,MELD,,,,,,,"0 = 1",,,,,,
meld_im_lbtest,derived_values,,descriptive,"MELD Score",,,,,,,"0 = 1",,,,,,
meld_im_lborres,derived_values,,text,"MELD score",,"Source: Imported data",number,,,,,,,,,,
meld_im_lbblfl,derived_values,,radio,"MELD score baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
crcl_lbtest,derived_values,,descriptive,"Creatinine clearance",,,,,,,"0 = 1",,,,,,
crcl_lbtestcd,derived_values,,descriptive,CREATCLR,,,,,,,"0 = 1",,,,,,
crcl_lborres,derived_values,"Creatinine clearance",text,"Creatinine Clearance",,"Source: Abstracted data",number,,,,,,,,,,
crcl_lbblfl,derived_values,,radio,"Creatinine clearance baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
crcl_lborresu,derived_values,,descriptive,mL/min/1.73*m2,,,,,,,"0 = 1",,,,,,
crcl_im_lbtest,derived_values,,descriptive,"Creatinine clearance",,,,,,,"0 = 1",,,,,,
crcl_im_lbtestcd,derived_values,,descriptive,CREATCLR,,,,,,,"0 = 1",,,,,,
crcl_im_lborres,derived_values,,text,"Creatinine Clearance",,"Source: Imported data",number,,,,,,,,,,
crcl_im_lbblfl,derived_values,,radio,"Creatinine clearance baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
crcl_im_lborresu,derived_values,,descriptive,mL/min/1.73*m2,,,,,,,"0 = 1",,,,,,
egfr_lbtest,derived_values,,descriptive,"Estimated Glomerular Filtration Rate",,,,,,,"0 = 1",,,,,,
egfr_lbtestcd,derived_values,,descriptive,eGFR,,,,,,,"0 = 1",,,,,,
egfr_lborres,derived_values,eGFR,text,eGFR,,"Source: Abstracted data",number,,,,,,,,,,
egfr_lbblfl,derived_values,,radio,"eGFR baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
egfr_lborresu,derived_values,,descriptive,"mL/min/1.73 m2",,,,,,,"0 = 1",,,,,,
egfr_im_lbtest,derived_values,,descriptive,"Estimated Glomerular Filtration Rate",,,,,,,"0 = 1",,,,,,
egfr_im_lbtestcd,derived_values,,descriptive,eGFR,,,,,,,"0 = 1",,,,,,
egfr_im_lborres,derived_values,,text,eGFR,,"Source: Imported data",number,,,,,,,,,,
egfr_im_lbblfl,derived_values,,radio,"eGFR baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
egfr_im_lborresu,derived_values,,descriptive,"mL/min/1.73 m2",,,,,,,"0 = 1",,,,,,
apri_lbtestcd,derived_values,,descriptive,APRI,,,,,,,"0 = 1",,,,,,
apri_lbtest,derived_values,,descriptive,"AST to Platelet Ratio Index",,,,,,,"0 = 1",,,,,,
apri_lborres,derived_values,APRI,text,APRI,,"Source: Abstracted data",number,,,,,,,,,,
apri_lbblfl,derived_values,,radio,"APRI baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
apri_im_lbtestcd,derived_values,,descriptive,APRI,,,,,,,"0 = 1",,,,,,
apri_im_lbtest,derived_values,,descriptive,"AST to Platelet Ratio Index",,,,,,,"0 = 1",,,,,,
apri_im_lborres,derived_values,,text,APRI,,"Source: Imported data",number,,,,,,,,,,
apri_im_lbblfl,derived_values,,radio,"APRI baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
cbc_lbblfl,derived_values,CBC,radio,"CBC baseline?","N, NO|Y, YES",,,,,,,,,,,,
wbc_lbblfl,derived_values,,radio,"WBC baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
wbc_im_lbblfl,derived_values,,radio,"WBC baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
neut_lbblfl,derived_values,,radio,"Neutrophils baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
neut_im_lbblfl,derived_values,,radio,"Neutrophils baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
anc_lbblfl,derived_values,,radio,"Neutrophils (abs) baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
anc_im_lbblfl,derived_values,,radio,"Neutrophils (abs) baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
lymce_lbblfl,derived_values,,radio,"Lymphocytes % baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
lymce_im_lbblfl,derived_values,,radio,"Lymphocytes % baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
lym_lbblfl,derived_values,,radio,"Lymphocytes (abs) baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
lym_im_lbblfl,derived_values,,radio,"Lymphocytes (abs) baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
plat_lbblfl,derived_values,,radio,"Platelets baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
plat_im_lbblfl,derived_values,,radio,"Platelets baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
hemo_lbblfl,derived_values,,radio,"HGB baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
hemo_im_lbblfl,derived_values,,radio,"HGB baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
chem_lbblfl,derived_values,Chemistry,radio,"Chemistry baseline?","N, NO|Y, YES",,,,,,,,,,,,
alt_lbblfl,derived_values,,radio,"ALT baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
alt_im_lbblfl,derived_values,,radio,"ALT baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
ast_lbblfl,derived_values,,radio,"AST baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
ast_im_lbblfl,derived_values,,radio,"AST baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
alp_lbblfl,derived_values,,radio,"ALP baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
alp_im_lbblfl,derived_values,,radio,"ALP baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
tbil_lbblfl,derived_values,,radio,"Total Bilirubin baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
tbil_im_lbblfl,derived_values,,radio,"Total Bilirubin baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
dbil_lbblfl,derived_values,,radio,"Direct Bilirubin baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
dbil_im_lbblfl,derived_values,,radio,"Direct Bilirubin baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
alb_lbblfl,derived_values,,radio,"Albumin baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
alb_im_lbblfl,derived_values,,radio,"Albumin baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
creat_lbblfl,derived_values,,radio,"Creatinine baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
creat_im_lbblfl,derived_values,,radio,"Creatinine baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
gluc_lbblfl,derived_values,,radio,"Glucose baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
gluc_im_lbblfl,derived_values,,radio,"Glucose baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
k_lbblfl,derived_values,,radio,"Potassium baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
k_im_lbblfl,derived_values,,radio,"Potassium baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
sodium_lbblfl,derived_values,,radio,"Sodium baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
sodium_im_lbblfl,derived_values,,radio,"Sodium baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
inr_lbblfl,derived_values,INR,radio,"INR baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
inr_im_lbblfl,derived_values,,radio,"INR baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
hcv_lbblfl,derived_values,HCVRNA,radio,"HCV RNA baseline?","N, NO|Y, YES","Source: Abstracted data",,,,,,,,,,,
hcv_im_lbblfl,derived_values,,radio,"HCV RNA baseline?","N, NO|Y, YES","Source: Imported data",,,,,,,,,,,
cirr_suppfa_cirrstat,cirrhosis,Cirrhosis,radio,"Cirrhosis Status ","N, NO|Y, YES",,,,,,,,,,,,
cirr_suppfa_decomp,cirrhosis,,radio,"Treatment-emergent decompensation?","N, NO|Y, YES",,,,,,,,,,,,
plt_suppfa_faorres,cirrhosis,,radio,"Platelets less than 140,000 (any time in the last 6 months, when subject was NOT on antiviral therapy)","N, NO|Y, YES",,,,,,,,,,,,
cirr_suppfa_cirrovrd,cirrhosis,,radio,"Cirrhosis Status overridden","N, NO|Y, YES",,,,,,,,,,,,
cirr_codtc,cirrhosis,,text,"Date of Cirrhosis Status override",,YYYY-MM-DD,date_ymd,,,,"[cirr_suppfa_cirrovrd] = 'Y'",,,,,,
cirr_coval,cirrhosis,,text,"Reason for Cirrhosis Status override",,,,,,,"[cirr_suppfa_cirrovrd] = 'Y'",y,,,,,
cirr_coeval,cirrhosis,,radio,"Evaluator role","DATA_MANAGEMENT, Data Management|DCC_DIRECTOR, DCC Director",,,,,,"[cirr_suppfa_cirrovrd] = 'Y'",y,,,,,
cbc_im_nximport,cbc_imported,,radio,"Data imported?","N, NO|Y, YES",,,,,,,y,,,,,
cbc_im_lbdtc,cbc_imported,,text,"Date of test",,YYYY-MM-DD,date_ymd,,,,,y,,,,,
wbc_im_lbtest,cbc_imported,,descriptive,Leukocytes,,,,,,,"0 = 1",,,,,,
wbc_im_lbtestcd,cbc_imported,,descriptive,WBC,,,,,,,"0 = 1",,,,,,
wbc_im_lborres,cbc_imported,,text,WBC,,,number,,,,"[wbc_im_lbstat] != 'NOT_DONE'",y,,,,,
wbc_im_lborresu,cbc_imported,,text,"WBC units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[wbc_im_lbstat] != 'NOT_DONE'",y,,,,,
wbc_im_lbstat,cbc_imported,,radio,"WBC done?","NOT_DONE, NO|null, YES",,,,,,"[wbc_im_lborres] = ''",y,,,,,
neut_im_lbtest,cbc_imported,,descriptive,Neutrophils/Leukocytes,,,,,,,"0 = 1",,,,,,
neut_im_lbtestcd,cbc_imported,,descriptive,NEUTLE,,,,,,,"0 = 1",,,,,,
neut_im_lborres,cbc_imported,,text,"Neutrophils (%)",,,number,,,,"[neut_im_lbstat] != 'NOT_DONE'",y,,,,,
neut_im_lborresu,cbc_imported,,text,"Neutrophils (%) units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[neut_im_lbstat] != 'NOT_DONE'",y,,,,,
neut_im_lbstat,cbc_imported,,radio,"Neutrophils (%) done?","NOT_DONE, NO|null, YES",,,,,,"[neut_im_lborres] = ''",y,,,,,
anc_im_lbtest,cbc_imported,,descriptive,"Absolute Neutrophil Count",,,,,,,"0 = 1",,,,,,
anc_im_lbtestcd,cbc_imported,,descriptive,NEUT,,,,,,,"0 = 1",,,,,,
anc_im_lborres,cbc_imported,,text,"Neutrophils (absolute)",,,number,,,,"[anc_im_lbstat] != 'NOT_DONE'",y,,,,,
anc_im_lborresu,cbc_imported,,text,"Neutrophils (absolute) units",,"@AUTOCOMPLETE=SELECT unit_name FROM _units_view",,,,,"[anc_im_lbstat] != 'NOT_DONE'",y,,,,,
anc_im_lbstat,cbc_imported,,radio,"Neutrophils (absolute) done?","NOT_DONE, NO|null, YES",,,,,,"[anc_im_lborres] = ''",y,,,,,
lymce_im_lbtest,cbc_imported,,descriptive,"Lymphocytes/Total Cells",,,,,,,"0 = 1",,,,,,
lymce_im_lbtestcd,cbc_imported,,descriptive,LYMCE,,,,,,,"0 = 1",,,,,,
